reviews_name,reviews_text,reviews_reviewer,reviews_date,reviews_stars
AMAZING IS OTHER WORD FOR AMAZON,Amazing arrived before expected.,Sandeep S Surve,15 February 2018,5.0 out of 5 stars
A8 + is best,Best,anuj pratap singh,14 September 2018,5.0 out of 5 stars
Nice one. Processor is too good,Nice one .Processor is too good.,Sanjukta Kumari,15 February 2018,5.0 out of 5 stars
Owesom phoone.. worth to buy:,Owesom phoone .. worth to buy :),Rohit Gori,15 February 2018,5.0 out of 5 stars
Five Stars,Best smartphone ever in samsung,Ajay Meena,22 February 2018,5.0 out of 5 stars
Five Stars,Excellent mobile,seshu,15 February 2018,5.0 out of 5 stars
Not so good,Ok ok performance. Not so good,Yagnik patel,1 March 2018,4.0 out of 5 stars
Five Stars,Nice decent class phone,Amazon Customer,21 February 2018,5.0 out of 5 stars
Totally Waste of Money,Waste of Money,Anand Prakash,26 April 2018,3.0 out of 5 stars
Super phone,Super phone,Amrithjain,17 November 2018,5.0 out of 5 stars
A very good masterpiece product from Samsung,A bit heavy,syamlal,24 November 2018,5.0 out of 5 stars
Five Stars,It's a World class phone.,Arjun Lumbhani,5 April 2018,5.0 out of 5 stars
Five Stars,I am happy with the phone,Jo-ann e.,5 April 2018,5.0 out of 5 stars
Four Stars,Very good.,Kartikay Singh,29 March 2018,4.0 out of 5 stars
Gr8 phone,Value for money,Manoj,18 June 2018,5.0 out of 5 stars
Five Stars,"Best phone
I am very happy",Amazon Customer,15 February 2018,5.0 out of 5 stars
Five Stars,Very nice.....,Pardeep,23 February 2018,5.0 out of 5 stars
Five Stars,Very nice phone,kishankava,15 February 2018,5.0 out of 5 stars
Good quality,Nice phone,SANJEEV KUMAR RAJAk,21 July 2018,5.0 out of 5 stars
Buy it,Good one,Sriramesh,4 August 2018,4.0 out of 5 stars
Samsung,Excellent,madhu,27 July 2018,5.0 out of 5 stars
I like it,Nice phone,Eswara Prasad,20 November 2018,4.0 out of 5 stars
Noo,Ok,NAGA DURGA RAO,10 November 2018,3.0 out of 5 stars
Five Stars,Its a good phone,shekharshahani,5 April 2018,5.0 out of 5 stars
Cemra poor back,Best Mobile cemra poor,Aamir K.,15 February 2018,5.0 out of 5 stars
Five Stars,Wow amazing phone ever get it,Rahul s pillai,21 February 2018,5.0 out of 5 stars
Five Stars,Osm phone,Lalit s.,24 March 2018,5.0 out of 5 stars
Four Stars,Very nice phone too good,Shiraj sonar,31 March 2018,4.0 out of 5 stars
Awesone,Nice product,Anuj,24 June 2018,5.0 out of 5 stars
Four Stars,Great mobile,satnam singh,24 February 2018,4.0 out of 5 stars
Good,Good,PRABHU K,21 June 2018,4.0 out of 5 stars
Five Stars,Superb mobile best features.,Amazon Customer,15 February 2018,5.0 out of 5 stars
Five Stars,Fine Product,Chetan Pr.,15 February 2018,5.0 out of 5 stars
Four Stars,Best phone,Amazon Customer,1 March 2018,4.0 out of 5 stars
Thanks Amazon,Awesome,raheem,21 November 2018,5.0 out of 5 stars
9800797077,Awesome,Sanu Saha,20 November 2018,5.0 out of 5 stars
Four Stars,"Good Phone,",Sohail Saleem,18 June 2018,4.0 out of 5 stars
Awesome,Awesome,Rajan gupta,18 July 2018,5.0 out of 5 stars
Looks Premium 👌,Superb device ever,Master india,24 February 2018,5.0 out of 5 stars
Five Stars,very nice,Amazon Customer,3 May 2018,5.0 out of 5 stars
Four Stars,Good,akash,11 February 2018,4.0 out of 5 stars
Five Stars,Awasome...,niraj kumar,24 February 2018,5.0 out of 5 stars
Five Stars,Best smartphone of the year,Pushkar,15 February 2018,5.0 out of 5 stars
Five Stars,Nice mobile,Amazon Customer,15 February 2018,5.0 out of 5 stars
Five Stars,Wow,Amazon Customer,15 February 2018,5.0 out of 5 stars
😍,😍😍😍,Venkata Subhash,24 November 2018,5.0 out of 5 stars
Five Stars,best phone in 2018,dasrath s.,19 February 2018,5.0 out of 5 stars
Five Stars,"Good mobile, super display",Mushtaq A.,14 February 2018,5.0 out of 5 stars
Mast,Mast,Sandeep Gupta,29 July 2018,5.0 out of 5 stars
Five Stars,Meeting all expectations,umesh,26 February 2018,5.0 out of 5 stars
Good,Good expect camera..,Kunal,28 March 2018,4.0 out of 5 stars
Five Stars,"Excellent, handy, Elegant",Ananth,15 February 2018,5.0 out of 5 stars
Five Stars,Very nice mobile.,Amazon Customer,15 February 2018,5.0 out of 5 stars
Five Stars,Thank-you amazon,KIRAN JAGAN GAIKAR,20 February 2018,5.0 out of 5 stars
Phone quality is too good,Good,ROHIT BAGHLA,26 November 2018,4.0 out of 5 stars
hi,best,shahid,17 November 2018,5.0 out of 5 stars
Ok no problems,Good,Ramana reddy,15 November 2018,4.0 out of 5 stars
Good,Good,Heera Lal,25 November 2018,5.0 out of 5 stars
good qulity fast service,good qulity fast service,ajeet bhai,15 February 2018,5.0 out of 5 stars
Five Stars,Excellent piece,T. MATHEW,22 February 2018,5.0 out of 5 stars
Five Stars,Awsome handset !!,PRAVESH JAIN,7 April 2018,5.0 out of 5 stars
Five Stars,good rate wise,Anand agrawal,1 March 2018,5.0 out of 5 stars
Good mobile,It's a good mobile,sarosh,31 March 2018,4.0 out of 5 stars
Four Stars,Osm phone fast delivery,RAFIQUE SHAIKH,20 February 2018,4.0 out of 5 stars
Bad product,Bad,KML,24 November 2018,1.0 out of 5 stars
Five Stars,Superb build quality!!,Rakesh,26 February 2018,5.0 out of 5 stars
Five Stars,Nice product,Vikku Kumar Yadav,12 April 2018,5.0 out of 5 stars
Four Stars,Great product,Tarun bhatt,3 May 2018,4.0 out of 5 stars
Three Stars,Good phone nothing best,Salmanvhora,15 February 2018,3.0 out of 5 stars
Ok,Like,Jatinder singh,6 July 2018,5.0 out of 5 stars
Battery life,Good,Lalit sharma,4 July 2018,5.0 out of 5 stars
Five Stars,Awesome mobile...,Amazon Customer,29 March 2018,5.0 out of 5 stars
Five Stars,Excellent phone.,Amazon Customer,5 April 2018,5.0 out of 5 stars
Five Stars,Excellent performance,Ramswaroop Nagar,26 February 2018,5.0 out of 5 stars
Best at its price !!,Best at its price !!,Daxesh,2 March 2018,5.0 out of 5 stars
Five Stars,Achha phone hai .....,Sachin kumar,22 February 2018,5.0 out of 5 stars
Five Stars,Excellent design. ..,Prathamesh Kate,26 February 2018,5.0 out of 5 stars
Five Stars,awesome,Amazon Customer,5 April 2018,5.0 out of 5 stars
Four Stars,Good,yatin dhake,26 April 2018,4.0 out of 5 stars
Five Stars,well moBILE,Tarik Anoar,3 May 2018,5.0 out of 5 stars
Four Stars,Very nice & beautiful,Prashant Deshkar,15 February 2018,4.0 out of 5 stars
Nice mobile,I want my mobile bill,parashuram,15 February 2018,5.0 out of 5 stars
Five Stars,Excellent ...,poola B.,15 February 2018,5.0 out of 5 stars
Four Stars,It's a very good phn,Salman,22 February 2018,4.0 out of 5 stars
Five Stars,Mst mobile h,Vaseem A.,3 May 2018,5.0 out of 5 stars
Five Stars,Nice phone,VAIRAMUTHU,5 May 2018,5.0 out of 5 stars
Five Stars,It's amazing device,Pramod Hinwar,24 February 2018,5.0 out of 5 stars
Five Stars,Superb mobile but no edge,sanjay kukreja,15 February 2018,5.0 out of 5 stars
Five Stars,Best in all respect,Amit Kumar Basak,22 February 2018,5.0 out of 5 stars
Five Stars,great phone,Rahul Sahay,22 February 2018,5.0 out of 5 stars
Five Stars,Good,Pratik singh,15 February 2018,5.0 out of 5 stars
Five Stars,Awesum phn,Mayuri,28 April 2018,5.0 out of 5 stars
Five Stars,Perfect phone,Robiul khan,5 April 2018,5.0 out of 5 stars
Five Stars,Mast hai boss,GOPIKANHU TUDU,5 April 2018,5.0 out of 5 stars
Five Stars,Good,Sarath kumar,12 April 2018,5.0 out of 5 stars
Looks,Good,Amazon Customer,10 June 2018,5.0 out of 5 stars
Five Stars,Worthy,sant,23 May 2018,5.0 out of 5 stars
Five Stars,Want bill on email,Amazon Customer,20 February 2018,5.0 out of 5 stars
Five Stars,Good,laxman bhagat,5 April 2018,5.0 out of 5 stars
Five Stars,Fantabulous !,Cliffa Cardoso,28 March 2018,5.0 out of 5 stars
Five Stars,Awesome phone,pasi ankit,26 March 2018,5.0 out of 5 stars
Five Stars,Very good,virendra kumar yadav,22 February 2018,5.0 out of 5 stars
Awesome Camera experience,Very good product,Ayon Das,19 February 2018,5.0 out of 5 stars
Five Stars,Good,Rajendraprasad,29 March 2018,5.0 out of 5 stars
Four Stars,Very good Product,Chiraag,16 February 2018,4.0 out of 5 stars
Five Stars,VERY NICE PRODUCT,Ayush,15 February 2018,5.0 out of 5 stars
Five Stars,Nice phone,kishan,5 April 2018,5.0 out of 5 stars
Five Stars,Best mobile,NAME_NOT_RETURNED,26 March 2018,5.0 out of 5 stars
Five Stars,value for money,Kiran shinde,22 February 2018,5.0 out of 5 stars
Five Stars,Like good,NAVNEET SHRIVASTAVA,8 April 2018,5.0 out of 5 stars
Four Stars,Nyc phone,RAJA,5 April 2018,4.0 out of 5 stars
Five Stars,Nice phone,Amazon Customer,26 March 2018,5.0 out of 5 stars
Review regarding delivery of phone,Good and polite,Basheer mohd,16 February 2018,4.0 out of 5 stars
Five Stars,Excellent Phone,Sameer Madar,15 February 2018,5.0 out of 5 stars
Four Stars,It's Awesome...,Arpit shukla,15 February 2018,4.0 out of 5 stars
Five Stars,Exellent phone,Khawaja shaikh,21 February 2018,5.0 out of 5 stars
Four Stars,Nice,vatsal shah,6 May 2018,4.0 out of 5 stars
excellent buy,excellent buy,Nishchay mishra,26 February 2018,5.0 out of 5 stars
Five Stars,Love it,Amazon Customer,11 April 2018,5.0 out of 5 stars
Five Stars,Awesome phone,Rajat G.,25 February 2018,5.0 out of 5 stars
Five Stars,Great device,Sanjay Sood,2 March 2018,5.0 out of 5 stars
Four Stars,Best in class.,Very beautiful,15 February 2018,4.0 out of 5 stars
Four Stars,Super,N.sreedhar,22 February 2018,4.0 out of 5 stars
Five Stars,Good product,Abhilash,1 March 2018,5.0 out of 5 stars
Five Stars,Good,Selvam A,28 February 2018,5.0 out of 5 stars
Four Stars,Goodd product,sunil kumar,15 February 2018,4.0 out of 5 stars
Five Stars,Awesome phone,Jiger,15 February 2018,5.0 out of 5 stars
Nice mobile,Nice mobile,Harish,1 March 2018,5.0 out of 5 stars
Four Stars,Good phones,Amazon Customer,1 March 2018,4.0 out of 5 stars
Five Stars,Outstanding,Shrirang dharkar,1 March 2018,5.0 out of 5 stars
Five Stars,Outstanding,Nehal Ahmad,26 February 2018,5.0 out of 5 stars
Good phone,Phone,Mohammad Irfan khan,12 April 2018,4.0 out of 5 stars
Four Stars,Super mobile,karthik goud,16 February 2018,4.0 out of 5 stars
Five Stars,Awsome phone,Manish a.,14 February 2018,5.0 out of 5 stars
Thank you samsung&amazon,A8+ is super,Rasool,15 February 2018,5.0 out of 5 stars
Five Stars,Superb phone,NITIN,15 February 2018,5.0 out of 5 stars
Five Stars,Delavary very good,MACHHI NILESHKUMAR C,16 February 2018,5.0 out of 5 stars
Five Stars,Suprb,Amazon Customer,5 April 2018,5.0 out of 5 stars
Three Stars,Doing well.,RK Sinha,15 February 2018,3.0 out of 5 stars
Four Stars,Good mobile,Amazon Customer,15 February 2018,4.0 out of 5 stars
Four Stars,Nice phone.,Amazon Customer,15 February 2018,4.0 out of 5 stars
Four Stars,Good,Praveen Reddy,6 February 2018,4.0 out of 5 stars
Best phone in the range,Excellent,Darsh jaiswal,28 February 2018,5.0 out of 5 stars
Five Stars,great phone,DRMANISH,11 February 2018,5.0 out of 5 stars
Four Stars,Excellent,Ram Singh,26 February 2018,4.0 out of 5 stars
Three Stars,good,sameerlamba,1 April 2018,3.0 out of 5 stars
Five Stars,Good phone,Manan Anwar,15 February 2018,5.0 out of 5 stars
Four Stars,Nice phone,Zeeshan,15 February 2018,4.0 out of 5 stars
Five Stars,nice phone,avnish,15 February 2018,5.0 out of 5 stars
Five Stars,Best,Rajeev ranjan,31 March 2018,5.0 out of 5 stars
Four Stars,Very nice,Jignesh Panchal,22 February 2018,4.0 out of 5 stars
Four Stars,Good,Navakanth Reddy,28 March 2018,4.0 out of 5 stars
Good,Good,Abhishek kumar,24 March 2018,5.0 out of 5 stars
Excellent phone,Excellent,Prashant Verma,15 February 2018,4.0 out of 5 stars
Awosame,Very good,Rahul Prakash Thakur,15 February 2018,5.0 out of 5 stars
Good,1 number,Vitthal Gupta,15 February 2018,5.0 out of 5 stars
Five Stars,Amazing,Amazon Customer,21 February 2018,5.0 out of 5 stars
Four Stars,Good..,Amazon Customer,24 February 2018,4.0 out of 5 stars
Five Stars,nice...,khaleel,15 February 2018,5.0 out of 5 stars
Five Stars,Awesome,Subrata Paul,8 February 2018,5.0 out of 5 stars
Five Stars,good,Aabid Hussain,26 April 2018,5.0 out of 5 stars
Good,Nice1,mahanand,22 February 2018,5.0 out of 5 stars
Osam,Good,Ashu,1 March 2018,5.0 out of 5 stars
Five Stars,Good,BASAVARAJU S,1 March 2018,5.0 out of 5 stars
Five Stars,Super,Amazon Customer,15 February 2018,5.0 out of 5 stars
Five Stars,Nice,Amazon Customer,22 February 2018,5.0 out of 5 stars
Four Stars,Good,Saurav Singh,22 February 2018,4.0 out of 5 stars
Five Stars,Good,Rahul verma,16 February 2018,5.0 out of 5 stars
Good phone,Good,rakesh kumar singh,15 February 2018,4.0 out of 5 stars
Five Stars,No,Amazon Customer,22 February 2018,5.0 out of 5 stars
How a complaint shall be made to Samsung under warranty.,"Within 6 months i came across battery issue.
Not charging and showing that the port and charger are detecting moisture.something which os not at all expected out of samsung.
Team Amazon: Pls take up the matter with Samsung so that same is resolved under warranty. Also confirm me what shall i do to inform Samsung regarding tbis issue.",Vishav Rakshit Sood,12 June 2018,1.0 out of 5 stars
Very Good Samsung Phone,"Samsung A8+ Is Very Good Phone.
1)Battery Is Very Good Fast Charging.
2)Multitasking Makes phone better for price range.
3)Gaming is also good.
4)In Built Feature makes A8+ Very Unique
Dont Buy If you are expecting Features like Oneplus or s8.
1)Finger Sensor doesnt response very fast.
2)Camera Is Good, If You Have used Phones Like oneplus or s8 with good camera you will regret buying this phone.
3)Very Bad connectivity, always have signal drops.
4)Few Lag",Honest Reviews,25 May 2018,3.0 out of 5 stars
price is too high... reduce the price ...,price is too high...reduce the price..there are several phone available on same amount with a lots of high features..,Amazon Customer,27 June 2018,1.0 out of 5 stars
LOVE EVERDAY USING A8 PLUS...,Good phone.fantastic features... Camera is excellent...and battery back up is also good.fast charging...sleek design.and glassy finish. As well as Superb Smartphone... fast Amazon delivery... Thanks Samsung and Amazon👌🙏,Giri Vinod Babugir,24 February 2018,5.0 out of 5 stars
Must buy.,"Best. No words. Battery backup more than 24 hrs with more than avg use(net always on, gaming 3_4 hrs and net surfing >2_3hrs). Camera is good. Overall world class phone.",prt,10 February 2018,5.0 out of 5 stars
Used it for 3 weeks and satisfied with the overall performance,"Used it for 3 weeks and satisfied with the overall performance.
Display and overall look is awesome. Provides a decent battery.
Never face any hanging issues at all.
Samsung R&D team done a very good job in the GUI phase.",JK,10 February 2018,5.0 out of 5 stars
Three Stars,Good phone but camera is not good,Harman sandhu,24 March 2018,3.0 out of 5 stars
Provide me a solution,My mobile is getting extreme heat . Sorry to inform that I have a very bad experience with this mobile,Umerul farooque,5 May 2018,1.0 out of 5 stars
Dont buy,After 20 days front camera stop working. One shud not buy this product.,Ankur Bansal,17 April 2018,1.0 out of 5 stars
Kudos Samsung :),"A very well. Balanced phone from a tier 1 brand like Samsung. Totally satisfied with the general day to day performance, camera, battery life, call quality plus an amazing thing like an ip-68 dust and water resistance.. Samsung has hit the bulls eye in this price segment with this device.",Ashmeet,4 May 2018,4.0 out of 5 stars
Four Stars,Camera is not as expected,Deepak Mehta,1 March 2018,4.0 out of 5 stars
I am using this phone for around 2 weeks and the phone is simply amazing. Excellent build quality,"SUPERB PHONE. I am using this phone for around 2 weeks and the phone is simply amazing. Excellent build quality, running very smoothly and can handle ram guzzling games with ease. And talking about the cameras, the font dual camera is the show stopper, it clicks amazing pictures. The back camera is also good. Battery life is amazing, u can enjoy the phone whole day without thinking about its battery and the fast charging does its job perfectly.
Overall this product is an amazing piece of work by SAMSUNG.",Abhishek Mohanta,24 March 2018,5.0 out of 5 stars
Absolutely great,"Absolutely great smartphone, first thing first great battery backup, good camera performance except in low-light but front cam is good all around especially the live focus. Haven't tested the waterproofing yet, display is great as always with Samsung, fast enough, hasn't hanged yet with almost 90+ apps installed, big size easily adaptable in just couple of days. The fingerprint sensor is slightly slower only when compared to other smartphones, on its own it performs admirably. Notification LED working as expected, primary colours are good but secondary colours are not very accurate, not a deal breaker but some things matter. It comes with a good quality transparent hard plastic cover, Good earphones and fast charger in the box",Bharath Kumar,17 June 2018,5.0 out of 5 stars
